question,references,corpus_id,worst_ref_score
What was the purpose of building the Gregorian Tower?,"[{""content"": ""The tower was built between 1578 and 1580 to a design by the Bolognese architect Ottaviano Mascherino ( who was credited with building the Apostolic Palace ) mainly to promote the study of astronomy for the Gregorian Calendar Reform which was commissioned by Pope Gregory XIII and promulgated in 1582 "", ""start_index"": 89898, ""end_index"": 90199}]",wikitexts,
"What abilities do the characters Kurt, Imca, and Riela possess in the game?","[{""content"": ""Characters also have Special Abilities that grant them temporary boosts on the battlefield : Kurt can activate \"" Direct Command \"" and move around the battlefield without depleting his Action Point gauge , the character <unk> can shift into her \"" Valkyria Form \"" and become invincible , while Imca can target multiple enemy units with her heavy weapon "", ""start_index"": 4329, ""end_index"": 4680}]",wikitexts,
How did the Blue Jackets perform in penalty kill situations during the season?,"[{""content"": ""The Blue Jackets struggled in shorthanded situations , allowing the most power @-@ play goals in the League , with 64 , and having the lowest penalty @-@ kill percentage , at 76 @"", ""start_index"": 84275, ""end_index"": 84454}]",wikitexts,
Who were the experts involved in the construction and equipment setup of the Gregorian Tower?,"[{""content"": ""The design was effected after a series of meetings of the experts who had been appointed to reform the Julian calendar , in use since 45 BC , to verify their proposed reforms "", ""start_index"": 90931, ""end_index"": 91106}, {""content"": ""Christoph Clavius , a Jesuit mathematician from the Roman College , was the expert on the committee who suggested the new system for the observations "", ""start_index"": 91113, ""end_index"": 91263}]",wikitexts,
What are the critical reception details for Mariah Carey's song 'There's Got to Be a Way'?,"[{""content"": ""The track garnered a mixed reception upon the album 's release in 1990"", ""start_index"": 98819, ""end_index"": 98889}, {""content"": ""While Carey 's vocals were praised , it was seen as too political"", ""start_index"": 98892, ""end_index"": 98957}, {""content"": "" Music critic Robert Christgau felt that Carey was being too political in her \"" brave , young , idealistic attack \"" on war and destitution "", ""start_index"": 100945, ""end_index"": 101084}]",wikitexts,
What influence did Cicely Mary Barker's early environment have on her art?,"[{""content"": ""She spent much time in bed at home amusing herself with painting books and a nursery library that included the works of Kate Greenaway and Randolph Caldecott \u2013 two artists who exerted strong influences on her later art "", ""start_index"": 44345, ""end_index"": 44564}]",wikitexts,
What were the early influences on Barker's art during her childhood?,"[{""content"": ""She spent much time in bed at home amusing herself with painting books and a nursery library that included the works of Kate Greenaway and Randolph Caldecott \u2013 two artists who exerted strong influences on her later art "", ""start_index"": 44345, ""end_index"": 44564}]",wikitexts,
What operations were initiated at the Little Rock Arsenal by the Arkansas Military Board?,"[{""content"": ""Thus there were no substantial operations for ordnance fabrication or repairs , nor for the manufacture of cartridges at the time the Arsenal fell into State hands "", ""start_index"": 28124, ""end_index"": 28288}, {""content"": ""Most of these operations were started from scratch through the efforts of the Arkansas Military Board"", ""start_index"": 28290, ""end_index"": 28391}]",wikitexts,
What was the nature of the social issues addressed in the song 'There's Got to Be a Way' by Mariah Carey?,"[{""content"": "" Music critic Robert Christgau felt that Carey was being too political in her \"" brave , young , idealistic attack \"" on war and destitution "", ""start_index"": 100945, ""end_index"": 101084}, {""content"": ""He noted that \"" There 's Got to Be a Way \"" follows the same melodic tone as the album 's opener \"" Vision of Love \"" but highlighted their stark lyrical differences , as the former is about social activism and the latter is about love "", ""start_index"": 101527, ""end_index"": 101760}]",wikitexts,
What modifications were made to convert the blockade runner into the ironclad named Atlanta?,"[{""content"": "" The brothers Asa and Nelson Tift received the contract to convert the blockade runner into an ironclad in early 1862 with the name of Atlanta , after the city in Georgia "", ""start_index"": 110143, ""end_index"": 110314}, {""content"": ""Fingal was cut down to her main deck and large wooden sponsons were built out from the sides of her hull to support her casemate"", ""start_index"": 110388, ""end_index"": 110516}, {""content"": ""The armor of the casemate was angled at 30 \u00b0 from the horizontal and made from two layers of railroad rails , rolled into plates 2 inches ( 51 mm ) thick and 7 inches ( 180 mm ) wide "", ""start_index"": 110886, ""end_index"": 111069}]",wikitexts,
What is the maximum lifespan of male and female plain maskrays?,"[{""content"": ""The maximum lifespan is estimated to be 9 years for males and 13 years for females"", ""start_index"": 68080, ""end_index"": 68162}]",wikitexts,
What led to the firing of Head Coach Scott Arniel during the 2011-12 Columbus Blue Jackets season?,"[{""content"": ""After an 11 \u2013 25 \u2013 5 start , Head Coach Scott Arniel was fired and replaced by Assistant Coach Todd Richards "", ""start_index"": 69715, ""end_index"": 69824}]",wikitexts,
What were the significant events related to Jeff Carter during the 2010-11 NHL season?,"[{""content"": "" After the first five games , all losses , Jeff Carter suffered a broken foot that kept him out of the line @-@ up for 10 games "", ""start_index"": 73001, ""end_index"": 73129}, {""content"": ""While Carter was injured , the Blue Jackets continued to lose games "", ""start_index"": 73131, ""end_index"": 73199}]",wikitexts,
What was the final point total for the Columbus Blue Jackets in the described season?,"[{""content"": ""The two victories gave Columbus 65 points for the year , their third @-@ lowest total in franchise history "", ""start_index"": 84164, ""end_index"": 84271}]",wikitexts,
What inspired the anime title for Valkyria Chronicles III?,"[{""content"": ""The anime 's title was inspired by the principle purpose of the Nameless : to suffer in battle for the goals of others "", ""start_index"": 18981, ""end_index"": 19100}]",wikitexts,
What are the dietary preferences of the plain maskray?,"[{""content"": ""Its diet consists predominantly of caridean shrimp and polychaete worms"", ""start_index"": 67255, ""end_index"": 67326}, {""content"": ""Small bony fishes are also eaten , along with the occasional penaeid prawn or amphipod "", ""start_index"": 67329, ""end_index"": 67416}, {""content"": ""Larger rays consume a greater variety of prey and relatively more polychaete worms when compared to smaller rays"", ""start_index"": 67418, ""end_index"": 67530}]",wikitexts,
What are the book titles published by Blackie?,"[{""content"": "" Flower Fairies of the Winter ; Blackie , 1985 "", ""start_index"": 56897, ""end_index"": 56944}, {""content"": "" Simon the Swan ; Blackie , 1988 "", ""start_index"": 56945, ""end_index"": 56978}, {""content"": "" Flower Fairies of the Seasons ; <unk> / Blackie , 1988 "", ""start_index"": 56979, ""end_index"": 57035}, {""content"": "" 43 Annuals ; Blackie , 1920s , 1930s "", ""start_index"": 57476, ""end_index"": 57514}]",wikitexts,
Who supervised the construction of the arsenal at Little Rock?,"[{""content"": ""John Wormley Walker , a builder for the Federal Government , supervised the construction "", ""start_index"": 22372, ""end_index"": 22461}]",wikitexts,
What are the different remixes of 'There's Got to Be a Way' listed?,"[{""content"": "" \"" There 's Got to Be a Way \"" ( 7 \"" remix ) "", ""start_index"": 102905, ""end_index"": 102949}, {""content"": "" \"" There 's Got to Be a Way \"" ( 12 \"" remix ) "", ""start_index"": 102950, ""end_index"": 102995}, {""content"": "" \"" There 's Got to Be a Way \"" ( Alternative Vocal Dub Mix ) "", ""start_index"": 102996, ""end_index"": 103056}]",wikitexts,
What are the challenges faced in the development of women's football in Gambia?,"[{""content"": ""The development of a national team faces challenges similar to those across Africa , although the national football association has four staff members focusing on women 's football "", ""start_index"": 58944, ""end_index"": 59125}, {""content"": "" The development of women 's football in Africa faces several challenges , including limited access to education , poverty amongst women , inequalities and human rights abuses targeting women "", ""start_index"": 60950, ""end_index"": 61142}, {""content"": ""Another challenge is the retention of football players"", ""start_index"": 61289, ""end_index"": 61343}]",wikitexts,
What decorations are featured in the interior of the Meridian Hall?,"[{""content"": ""The interior walls and ceiling of the hall were richly decorated , in some cases with gaudy frescoes of the hills and Roman countryside , the <unk> , religious themes , the buildings surrounding the area , and naval shipwrecks with Jesus calming the storm and so forth "", ""start_index"": 97891, ""end_index"": 98160}]",wikitexts,
What did Mary Violet Clayton Calthrop write about Barker's Flower Fairies of the Spring in 1925?,"[{""content"": ""Mary Violet Clayton Calthrop , wife of author Dion Clayton Calthrop , wrote in April 1925 about Barker and Flower Fairies of the Spring : \"" She has such exquisite taste , besides draughtsmanship "", ""start_index"": 46463, ""end_index"": 46658}]",wikitexts,
What was the contribution of Sakimoto to the anime adaptation of Valkyria Chronicles III?,"[{""content"": ""Sakimoto 's music for the game was used in the anime "", ""start_index"": 18924, ""end_index"": 18977}]",wikitexts,
What instruments were procured for the revival of the observatory on the Gregorian Tower?,"[{""content"": ""High quality instruments were procured , partly with generous donations from Hicks of London , and the automatic recording instruments were procured from Richard in Paris "", ""start_index"": 93759, ""end_index"": 93930}, {""content"": ""A four @-@ inch equatorial , a three @-@ inch transit instrument , and four pendulum clocks with two chronometers , were also procured from the observatory at Modena "", ""start_index"": 93932, ""end_index"": 94098}]",wikitexts,
What were the main characteristics of the armor used on the ship Atlanta?,"[{""content"": ""Her armor was backed by 3 inches ( 76 mm ) of oak , vertically oriented , and two layers of 7 @.@ 5 inches ( 191 mm ) of pine , alternating in direction "", ""start_index"": 111137, ""end_index"": 111290}, {""content"": ""The upper portion of Atlanta 's hull received two inches of armor "", ""start_index"": 111517, ""end_index"": 111583}]",wikitexts,
What are the published works of the Gambia women's national football team?,"[{""content"": "" The Gambia women 's national football team represents the Gambia in international football competition "", ""start_index"": 58422, ""end_index"": 58526}, {""content"": ""The team , however , has not competed in a match recognised by FIFA , the sport 's international governing body , despite that organised women 's football has been played in the country since 1998 "", ""start_index"": 58528, ""end_index"": 58725}, {""content"": ""The Gambia has two youth teams , an under @-@ 17 side that has competed in FIFA U @-@ 17 Women 's World Cup qualifiers , and an under @-@ 19 side that withdrew from regional qualifiers for an under @-@ 19 World Cup "", ""start_index"": 58727, ""end_index"": 58942}]",wikitexts,
What events led to the Blue Jackets revealing they would consider trade proposals for Rick Nash?,"[{""content"": ""Two weeks prior to the NHL trade deadline , Columbus announced that unlike earlier in the season , they would listen to trade proposals involving Rick Nash , though they were not actively shopping him "", ""start_index"": 80518, ""end_index"": 80719}, {""content"": ""Howson stated that the team was open to all options for improving the team , including trading Nash "", ""start_index"": 80721, ""end_index"": 80821}, {""content"": ""Nash stated that he had requested the trade after being informed that the franchise was going into another rebuilding phase"", ""start_index"": 81901, ""end_index"": 82024}]",wikitexts,
What educational path did Cicely Mary Barker take in her early years?,"[{""content"": ""Barker 's art education began in girlhood with correspondence courses and instruction at the Croydon School of Art "", ""start_index"": 42451, ""end_index"": 42566}, {""content"": ""In 1908 at 13 years , she entered an evening class at the Croydon School of Art , and attended the school into the 1940s "", ""start_index"": 44696, ""end_index"": 44817}]",wikitexts,
What were the consequences of the Blue Jackets' poor performance during the season?,"[{""content"": "" At the halfway point of the season , with the Blue Jackets barely into double digit wins with an 11 \u2013 25 \u2013 5 record , worst in the league , and sitting 20 points out of playoff position , Columbus fired Arniel "", ""start_index"": 77292, ""end_index"": 77503}, {""content"": ""He was replaced by Assistant Coach Todd Richards on an interim basis"", ""start_index"": 77505, ""end_index"": 77573}, {""content"": ""The change in coaching did not change the fortunes of the team , as they reached the All @-@ Star break with a 13 \u2013 30 \u2013 6 record "", ""start_index"": 77749, ""end_index"": 77879}]",wikitexts,
What is the purpose of the sundial in the Meridian Room?,"[{""content"": ""The sundial consisted of a straight line in white marble running across the floor in a north @-@ south direction , intended to measure the height of the Sun at noon according to the seasons of the year "", ""start_index"": 97187, ""end_index"": 97389}, {""content"": ""The observations made with the sundial provided essential confirmation of the need to reform the Julian calendar"", ""start_index"": 97391, ""end_index"": 97503}]",wikitexts,
What actions did the NHL take to investigate the clock pause?,"[{""content"": ""To determine the true cause of the clock pause , the NHL launched an investigation , talking with the clock 's manufacturer and interviewing Staples Center staff "", ""start_index"": 80352, ""end_index"": 80514}]",wikitexts,
What led to the formal demand for the surrender of the arsenal to Captain Totten in February 1861?,"[{""content"": ""Governor Rector vehemently denied ordering the troops to assemble or giving any order at all in connection with the troops"", ""start_index"": 25672, ""end_index"": 25794}, {""content"": ""Faced with the fact that the military had assembled believing they were following his orders and the consensus of the citizens of Little Rock against any armed conflict between the civilian army and federal troops , Governor Rector was forced to take control of the situation "", ""start_index"": 25797, ""end_index"": 26073}, {""content"": ""On February 6 , he sent a formal demand for surrender of the arsenal to Captain Totten , "", ""start_index"": 26075, ""end_index"": 26164}]",wikitexts,
What were the track listings of 'There's Got to Be a Way'?,"[{""content"": "" \"" There 's Got to Be a Way \"" ( Original album version ) \u2013 4 : 52 "", ""start_index"": 102838, ""end_index"": 102904}, {""content"": "" \"" There 's Got to Be a Way \"" ( 7 \"" remix ) "", ""start_index"": 102905, ""end_index"": 102949}, {""content"": "" \"" There 's Got to Be a Way \"" ( 12 \"" remix ) "", ""start_index"": 102950, ""end_index"": 102995}, {""content"": "" \"" There 's Got to Be a Way \"" ( Alternative Vocal Dub Mix ) "", ""start_index"": 102996, ""end_index"": 103056}]",wikitexts,
What were the significant events in the operational history of the USS Atlanta during the American Civil War?,"[{""content"": ""Atlanta was a casemate ironclad that served in the Confederate and Union Navies during the American Civil War"", ""start_index"": 106080, ""end_index"": 106189}, {""content"": ""After several failed attempts to attack Union blockaders , the ship was captured by two Union monitors in 1863 when she ran aground "", ""start_index"": 106331, ""end_index"": 106463}, {""content"": ""Atlanta was floated off , repaired , and rearmed , serving in the Union Navy for the rest of the war "", ""start_index"": 106465, ""end_index"": 106566}, {""content"": ""She spent most of her time deployed on the James River supporting Union forces there"", ""start_index"": 106568, ""end_index"": 106652}]",wikitexts,
What are the names of the main female protagonists in the two manga adaptations of Valkyria Chronicles III?,"[{""content"": ""Two manga adaptations were produced , following each of the game 's main female protagonists Imca and Riela "", ""start_index"": 20159, ""end_index"": 20267}]",wikitexts,
What steps did John P. McConnell mention in a letter around the trade deadline and the Entry Draft?,"[{""content"": ""He added that action would be taken around the trade deadline , the Entry Draft and free agency to take the team in a new direction "", ""start_index"": 78010, ""end_index"": 78142}]",wikitexts,
What were the circumstances surrounding Jeff Carter's injury during the NHL season?,"[{""content"": "" After the first five games , all losses , Jeff Carter suffered a broken foot that kept him out of the line @-@ up for 10 games "", ""start_index"": 73001, ""end_index"": 73129}]",wikitexts,
What were the main developments in the instrumentation for the Gregorian Tower's observatory during its second stage of construction?,"[{""content"": ""The original observatory was then set up above the second level of the tower with the agreement of Pope Pius VI"", ""start_index"": 92204, ""end_index"": 92315}, {""content"": ""Its instrumentation , apart from many normal devices ( such as meteorological and magnetic equipment , with a seismograph and a small transit and pendulum clock , ) was noted for the <unk> Telescope "", ""start_index"": 92318, ""end_index"": 92517}, {""content"": ""The instrumentation facilitated recording of occurrences of eclipse , appearance of comets , Satellites of Jupiter and Mercury \u2019 s transit "", ""start_index"": 92519, ""end_index"": 92658}]",wikitexts,
What were the outcomes of the 2012 NHL Entry Draft lottery for the Columbus Blue Jackets?,"[{""content"": ""Consequently , they had the best chance to receive the first overall selection in the 2012 NHL Entry Draft lottery , but lost out to the Edmonton Oilers and received the second pick instead "", ""start_index"": 69390, ""end_index"": 69580}]",wikitexts,
What were the consequences for the Columbus Blue Jackets after losing to the Edmonton Oilers 6-3?,"[{""content"": ""They immediately matched their four @-@ game win streak with a four @-@ game losing streak and with ten games remaining , the Blue Jackets were the first team eliminated from playoff contention "", ""start_index"": 82977, ""end_index"": 83171}, {""content"": ""Shortly after being eliminated , they were defeated by the Edmonton Oilers 6 \u2013 3 ; the loss clinched last place in the NHL for Columbus "", ""start_index"": 83173, ""end_index"": 83309}]",wikitexts,
What were the circumstances surrounding Shawn Hunwick's one-day contract with the Blue Jackets?,"[{""content"": "" When Mason was injured in warm @-@ ups late in the year , Columbus was without an active goaltender on their roster "", ""start_index"": 87363, ""end_index"": 87480}, {""content"": ""To remedy the situation , the team signed former University of Michigan goaltender Shawn Hunwick to a one @-@ day , amateur tryout contract "", ""start_index"": 87482, ""end_index"": 87622}, {""content"": ""After being eliminated from the NCAA Tournament just days prior , Hunwick skipped an astronomy class and drove his worn down 2003 Ford Ranger to Columbus to make the game "", ""start_index"": 87624, ""end_index"": 87795}, {""content"": ""He served as the back @-@ up to Allen York during the game , and the following day , he signed a contract for the remainder of the year "", ""start_index"": 87797, ""end_index"": 87933}]",wikitexts,
What are the colors used to indicate different match outcomes in the season schedule?,"[{""content"": "" Green background indicates win ( 2 points ) "", ""start_index"": 86063, ""end_index"": 86108}, {""content"": ""Red background indicates regulation loss ( 0 points ) "", ""start_index"": 86112, ""end_index"": 86166}, {""content"": ""Silver background indicates overtime / shootout loss ( 1 point ) "", ""start_index"": 86170, ""end_index"": 86235}]",wikitexts,
What materials and methods did Cicely Mary Barker use in her artwork?,"[{""content"": "" Barker worked principally in watercolor with pen @-@ and @-@ ink , but she was equally competent in black @-@ and @-@ white , in oils , and in pastels "", ""start_index"": 50324, ""end_index"": 50476}, {""content"": ""She carried a sketchbook with her for capturing interesting children"", ""start_index"": 50478, ""end_index"": 50546}]",wikitexts,
How were the observations carried out at the observatory under Mgr. Gilii's supervision?,"[{""content"": ""He carried out continuous meteorological observations ( twice a day at 6 AM and 2 PM ) conforming to the programme of the Mannheim Meteorological Society "", ""start_index"": 93050, ""end_index"": 93204}, {""content"": ""While the observation records for seven years were published , the balance data in a manuscript form was preserved in the Vatican Library "", ""start_index"": 93206, ""end_index"": 93344}]",wikitexts,
What prompted Governor Rector to demand the surrender of the arsenal at Little Rock?,"[{""content"": "" This movement is prompted by the feeling that pervades the citizens of this State that in the present emergency the arms and munitions of war in the Arsenal should be under the control of the State authorities , in order to their security "", ""start_index"": 26165, ""end_index"": 26405}]",wikitexts,
What military and civilian personnel were under Dunnington's command at Little Rock?,"[{""content"": ""The military force at Little Rock under Dunnington 's command consisted of four officers : himself , Major John B. Lockman , Captain C.C. Green , and 2nd Lt. W.W. Murphy "", ""start_index"": 34127, ""end_index"": 34297}, {""content"": ""In addition to these , he had 20 enlisted men and a civilian force composed of a foreman , 2 clerks , 3 gunsmiths for repairing small arms , a <unk> , 26 laborers in the ammunition laboratory , and a carpenter for making packing boxes "", ""start_index"": 34299, ""end_index"": 34534}]",wikitexts,
Where were the recording and mixing locations for Mariah Carey's song 'There's Got to Be a Way'?,"[{""content"": ""The track was recorded and engineered by Bob <unk> at Cove City Sound Studios and The Power Station , both located in New York City "", ""start_index"": 99530, ""end_index"": 99662}, {""content"": ""It was mixed by David Frazer at Tarpan Studios in San Rafael"", ""start_index"": 99704, ""end_index"": 99764}]",wikitexts,
What religious-themed artworks were produced by Barker for the Society for Promoting Christian Knowledge?,"[{""content"": ""She published eight postcards and five guardian angel birthday cards for the Society for Promoting Christian Knowledge in 1916 and in 1923 respectively"", ""start_index"": 52910, ""end_index"": 53061}]",wikitexts,
What alterations were made to the second tower when it was designated the seat of the Vatican Observatory?,"[{""content"": ""In 1891 , Pope Leo XIII , promulgating the motu proprio Ut <unk> , designated the second tower as the seat of the newly established Vatican Observatory , a decision which required altering the roof to provide a flat terrace for astronomical observations "", ""start_index"": 94809, ""end_index"": 95063}]",wikitexts,
How did Cicely Mary Barker depict children in her artwork?,"[{""content"": "" Barker worked principally in watercolor with pen @-@ and @-@ ink , but she was equally competent in black @-@ and @-@ white , in oils , and in pastels "", ""start_index"": 50324, ""end_index"": 50476}, {""content"": ""Barker 's child subjects wear nostalgic clothing as Greenaway 's children do , though Barker 's children are less melancholy and less flat in appearance , due perhaps to advances in printing technology "", ""start_index"": 50788, ""end_index"": 50990}, {""content"": ""Kate Greenaway was a childhood favorite and an influence on her art"", ""start_index"": 50718, ""end_index"": 50785}, {""content"": ""Barker studied flowers with an analytical eye and was friend to children 's illustrator , Margaret Tarrant "", ""start_index"": 50992, ""end_index"": 51099}]",wikitexts,
What was the impact of Blue Jackets' losing streaks on their season standings?,"[{""content"": ""They immediately matched their four @-@ game win streak with a four @-@ game losing streak and with ten games remaining , the Blue Jackets were the first team eliminated from playoff contention "", ""start_index"": 82977, ""end_index"": 83171}, {""content"": ""Shortly after being eliminated , they were defeated by the Edmonton Oilers 6 \u2013 3 ; the loss clinched last place in the NHL for Columbus "", ""start_index"": 83173, ""end_index"": 83309}, {""content"": ""It was the first time in franchise history the Blue Jackets finished in 30th place"", ""start_index"": 83311, ""end_index"": 83393}]",wikitexts,
What actions were taken for Barker's funeral?,"[{""content"": ""Barker died at Worthing Hospital on 16 February 1973 , aged 77 years "", ""start_index"": 49982, ""end_index"": 50051}, {""content"": ""Two funeral services were held \u2013 one in Storrington Church and one in Barker 's maisonette "", ""start_index"": 50053, ""end_index"": 50144}, {""content"": ""Her ashes were scattered in Storrington churchyard"", ""start_index"": 50146, ""end_index"": 50196}]",wikitexts,
"Who composed the music for Valkyria Chronicles III, and what was unique about the musical themes?","[{""content"": "" The music was composed by Hitoshi Sakimoto , who had also worked on the previous Valkyria Chronicles games "", ""start_index"": 11525, ""end_index"": 11633}, {""content"": ""When he originally heard about the project , he thought it would be a light tone similar to other Valkyria Chronicles games , but found the themes much darker than expected "", ""start_index"": 11635, ""end_index"": 11808}, {""content"": ""The battle themes were designed around the concept of a \"" modern battle \"" divorced from a fantasy scenario by using modern musical instruments , constructed to create a sense of atonality "", ""start_index"": 12362, ""end_index"": 12550}]",wikitexts,
What cards did she design for the Society for Promoting Christian Knowledge?,"[{""content"": ""She published eight postcards and five guardian angel birthday cards for the Society for Promoting Christian Knowledge in 1916 and in 1923 respectively"", ""start_index"": 52910, ""end_index"": 53061}]",wikitexts,
What were the significant factors in the musical development of Valkyria Chronicles III?,"[{""content"": ""The battle themes were designed around the concept of a \"" modern battle \"" divorced from a fantasy scenario by using modern musical instruments , constructed to create a sense of atonality "", ""start_index"": 12362, ""end_index"": 12550}, {""content"": ""While Sakimoto was most used to working with synthesized music , he felt that he needed to incorporate live instruments such as orchestra and guitar "", ""start_index"": 12552, ""end_index"": 12701}]",wikitexts,
What was the fate of the ship Atlanta after it was sold to Haiti?,"[{""content"": ""Several years after the end of the war , Atlanta was sold to Haiti , but was lost at sea in December 1869 on her delivery voyage "", ""start_index"": 106715, ""end_index"": 106844}]",wikitexts,
What international competitions has the Gambia women's national football team not participated in?,"[{""content"": ""The team has not participated in major regional and international tournaments , including the Women 's World Cup , the 2010 African Women 's Championship or the 2011 All @-@ Africa Games "", ""start_index"": 59519, ""end_index"": 59706}]",wikitexts,
What were the primary research focuses for the anime adaptation of Valkyria Chronicles 3?,"[{""content"": ""While making the anime , the production team were told by Sega to make it as realistic as possible , with the consequence that the team did extensive research into aspects such as what happened when vehicles like tanks were overturned or damaged "", ""start_index"": 19424, ""end_index"": 19670}]",wikitexts,
How are points calculated for players in NHL statistics?,"[{""content"": "" In ice hockey , a combination of a player 's goals and assists are collectively called points "", ""start_index"": 86266, ""end_index"": 86361}]",wikitexts,
What changes did the Columbus Blue Jackets experience leading up to and following the NHL trade deadline?,"[{""content"": ""Two weeks prior to the NHL trade deadline , Columbus announced that unlike earlier in the season , they would listen to trade proposals involving Rick Nash , though they were not actively shopping him "", ""start_index"": 80518, ""end_index"": 80719}, {""content"": ""\"" Leading up to the trade deadline , the Blue Jackets dealt Antoine <unk> to the Phoenix Coyotes for two draft picks and goaltender Curtis McElhinney "", ""start_index"": 80979, ""end_index"": 81129}, {""content"": ""At the deadline , Columbus was unable to come to terms on a deal involving Nash , but they did make one more move ; they sent center Samuel Pahlsson to the Vancouver Canucks in exchange for two fourth @-@ round draft picks and minor league defenseman Taylor Ellington "", ""start_index"": 81514, ""end_index"": 81782}, {""content"": ""Following the trade deadline , Howson announced that the team had attempted to trade Nash at the player 's request "", ""start_index"": 81784, ""end_index"": 81899}]",wikitexts,
What are the various public uses of the Tower Building from 1911 through 1936?,"[{""content"": ""The Tower Building served as headquarters for the United Confederate Veterans Reunion , May 15 \u2013 18 , 1911 "", ""start_index"": 39898, ""end_index"": 40005}, {""content"": ""In 1912 , the second floor of the Tower Building became Little Rock 's first public library "", ""start_index"": 40305, ""end_index"": 40397}, {""content"": ""In 1936 , Works Progress Administration built the Museum of Fine Arts , now called the Arkansas Arts Center , just south of the Tower Building "", ""start_index"": 40594, ""end_index"": 40737}]",wikitexts,
"Who was in charge of the observatory from 1800 to 1821, and what were the primary tasks conducted under his management?","[{""content"": ""Gilii , highly respected as a polyglot with a knowledge of physics , biology , archeology and the Hebrew language , was in charge of the observatory from 1800 to 1821 "", ""start_index"": 92881, ""end_index"": 93048}, {""content"": ""He carried out continuous meteorological observations ( twice a day at 6 AM and 2 PM ) conforming to the programme of the Mannheim Meteorological Society "", ""start_index"": 93050, ""end_index"": 93204}]",wikitexts,
Who collaborated with Dorothy Barker on book publications?,"[{""content"": "" Our Darling \u2019 s First Book ( written in collaboration with Dorothy Barker ) ; Blackie , 1929 "", ""start_index"": 55789, ""end_index"": 55883}, {""content"": "" He Leadeth Me ( written in collaboration with Dorothy Barker ) ; Blackie , 1936 "", ""start_index"": 56060, ""end_index"": 56141}]",wikitexts,
What were the key historical events that led to modifications at the Vatican Observatory during Pope Pius X's era?,"[{""content"": ""The fourth stage involved remedying the problem of communicating between the two towers during the time of Pope Pius X. His plans were to make the Gregorian Tower into a historical tower and to record and carry out observations at the second tower by linking the two towers along the fortified wall with a 83 metres ( 272 ft ) iron bridge spanning the gap"", ""start_index"": 95090, ""end_index"": 95445}]",wikitexts,
Who arranged the guitar pieces for Valkyria Chronicles III's musical score?,"[{""content"": ""The guitar was played by Mitsuhiro Ohta , who also arranged several of the later tracks "", ""start_index"": 12703, ""end_index"": 12791}]",wikitexts,
What mediums did Barker use in her artwork?,"[{""content"": "" Barker worked principally in watercolor with pen @-@ and @-@ ink , but she was equally competent in black @-@ and @-@ white , in oils , and in pastels "", ""start_index"": 50324, ""end_index"": 50476}]",wikitexts,
"Who developed, produced, directed, and wrote the anime adaptation of Valkyria Chronicles III?","[{""content"": ""It was developed by A @-@ 1 Pictures , produced by Shinji <unk> , directed by Nobuhiro Kond\u014d , and written by Hiroshi <unk> "", ""start_index"": 18798, ""end_index"": 18922}]",wikitexts,
What were the outcomes of the Columbus Blue Jackets' games during their first three-game win streak of the season?,"[{""content"": ""Columbus again defeated the Coyotes three days later to earn their first three @-@ game win streak of the season"", ""start_index"": 82645, ""end_index"": 82757}]",wikitexts,
What were the developments regarding Rick Nash around the NHL trade deadline?,"[{""content"": ""Two weeks prior to the NHL trade deadline , Columbus announced that unlike earlier in the season , they would listen to trade proposals involving Rick Nash , though they were not actively shopping him "", ""start_index"": 80518, ""end_index"": 80719}, {""content"": ""Howson stated that the team was open to all options for improving the team , including trading Nash "", ""start_index"": 80721, ""end_index"": 80821}, {""content"": ""Speculation was that in return for Nash the Blue Jackets would ask for a \"" combination of young , proven players , high @-@ end prospects and draft picks "", ""start_index"": 80823, ""end_index"": 80977}]",wikitexts,
What were the manufacturing capabilities of the Little Rock Arsenal after Major General Thomas C. Hindman took command?,"[{""content"": ""Hindman established another armory at Arkadelphia , and revived the Little Rock Arsenal as a collection point and depot for armaments and ammunition manufacture for small arms "", ""start_index"": 30575, ""end_index"": 30751}, {""content"": "" \"" Machinery was made for manufacturing percussion caps and small arms , and both were turned out in small quantity , but of excellent quality "", ""start_index"": 30773, ""end_index"": 30916}]",wikitexts,
What purpose does the Sundial Room in the Gregorian Tower serve?,"[{""content"": ""The Sundial Room , also called the Meridian Hall , was once the residence of Queen Christina of Sweden , then newly converted to Catholicism "", ""start_index"": 96751, ""end_index"": 96892}, {""content"": ""The sundial consisted of a straight line in white marble running across the floor in a north @-@ south direction , intended to measure the height of the Sun at noon according to the seasons of the year "", ""start_index"": 97187, ""end_index"": 97389}, {""content"": ""The observations made with the sundial provided essential confirmation of the need to reform the Julian calendar"", ""start_index"": 97391, ""end_index"": 97503}]",wikitexts,
What are the main challenges faced by the squad known as the Nameless in Valkyria Chronicles III?,"[{""content"": ""As the Nameless officially do not exist , the upper echelons of the Gallian Army exploit the concept of plausible deniability in order to send them on missions that would otherwise make Gallia lose face in the war "", ""start_index"": 6240, ""end_index"": 6454}, {""content"": ""At the same time , elements within Gallian Army Command move to erase the Nameless in order to protect their own interests "", ""start_index"": 6824, ""end_index"": 6947}, {""content"": ""Hounded by both allies and enemies , and combined with the presence of a traitor within their ranks , the 422nd desperately move to keep themselves alive while at the same time fight to help the Gallian war effort "", ""start_index"": 6949, ""end_index"": 7163}]",wikitexts,
